# Chrome V2
Task: 1, Test Name: Search field is displayed on tablet and desktop, DOM Id: #INPUTtext____42, Browser: chrome, Viewport: 375x500, Device: MOBILE, Status: Fail
Task: 1, Test Name: Left filter column is displayed on desktop only, DOM Id: #filter_col, Browser: chrome, Viewport: 992x500, Device: DESKTOP, Status: Pass
Task: 1, Test Name: Left filter column is displayed on desktop only, DOM Id: #filter_col, Browser: chrome, Viewport: 1200x700, Device: DESKTOP, Status: Pass
Task: 1, Test Name: Div top banner is always displayed, DOM Id: .top_banner, Browser: chrome, Viewport: 375x500, Device: MOBILE, Status: Pass
Task: 1, Test Name: Div top banner is always displayed, DOM Id: .top_banner, Browser: chrome, Viewport: 767x700, Device: MOBILE, Status: Pass
Task: 1, Test Name: Div top banner is always displayed, DOM Id: .top_banner, Browser: chrome, Viewport: 768x500, Device: TABLET, Status: Pass
Task: 1, Test Name: Div top banner is always displayed, DOM Id: .top_banner, Browser: chrome, Viewport: 991x700, Device: TABLET, Status: Pass
Task: 1, Test Name: Div top banner is always displayed, DOM Id: .top_banner, Browser: chrome, Viewport: 992x500, Device: DESKTOP, Status: Pass
Task: 1, Test Name: Div top banner is always displayed, DOM Id: .top_banner, Browser: chrome, Viewport: 1200x700, Device: DESKTOP, Status: Pass
Task: 2, Test Name: Search black shoes and check results, DOM Id: #colors__Black, Browser: chrome, Viewport: 375x500, Device: MOBILE, Status: Fail
Task: 2, Test Name: Search black shoes and check results, DOM Id: #colors__Black, Browser: chrome, Viewport: 767x700, Device: MOBILE, Status: Fail
Task: 2, Test Name: Search black shoes and check results, DOM Id: #colors__Black, Browser: chrome, Viewport: 768x500, Device: TABLET, Status: Fail
Task: 2, Test Name: Search black shoes and check results, DOM Id: #colors__Black, Browser: chrome, Viewport: 991x700, Device: TABLET, Status: Fail
Task: 2, Test Name: Search black shoes and check results, DOM Id: #colors__Black, Browser: chrome, Viewport: 992x500, Device: DESKTOP, Status: Fail
Task: 2, Test Name: Search black shoes and check results, DOM Id: #colors__Black, Browser: chrome, Viewport: 1200x700, Device: DESKTOP, Status: Fail
Task: 3, Test Name: Check that reference of the product is visible in black shoes detail page, DOM Id: #SMALL____84, Browser: chrome, Viewport: 375x500, Device: MOBILE, Status: Pass
Task: 3, Test Name: Check that reference of the product is visible in black shoes detail page, DOM Id: #SMALL____84, Browser: chrome, Viewport: 767x700, Device: MOBILE, Status: Pass
Task: 3, Test Name: Check that reference of the product is visible in black shoes detail page, DOM Id: #SMALL____84, Browser: chrome, Viewport: 768x500, Device: TABLET, Status: Pass
Task: 3, Test Name: Check that reference of the product is visible in black shoes detail page, DOM Id: #SMALL____84, Browser: chrome, Viewport: 991x700, Device: TABLET, Status: Pass
Task: 3, Test Name: Check that reference of the product is visible in black shoes detail page, DOM Id: #SMALL____84, Browser: chrome, Viewport: 992x500, Device: DESKTOP, Status: Pass
Task: 3, Test Name: Check that reference of the product is visible in black shoes detail page, DOM Id: #SMALL____84, Browser: chrome, Viewport: 1200x700, Device: DESKTOP, Status: Pass
Task: 3, Test Name: Check that default size of the product is 'Small (S)' in black shoe detail page, DOM Id: .nice-select, Browser: chrome, Viewport: 375x500, Device: MOBILE, Status: Fail
Task: 3, Test Name: Check that default size of the product is 'Small (S)' in black shoe detail page, DOM Id: .nice-select, Browser: chrome, Viewport: 767x700, Device: MOBILE, Status: Fail
Task: 3, Test Name: Check that default size of the product is 'Small (S)' in black shoe detail page, DOM Id: .nice-select, Browser: chrome, Viewport: 768x500, Device: TABLET, Status: Fail
Task: 3, Test Name: Check that default size of the product is 'Small (S)' in black shoe detail page, DOM Id: .nice-select, Browser: chrome, Viewport: 991x700, Device: TABLET, Status: Fail
Task: 3, Test Name: Check that default size of the product is 'Small (S)' in black shoe detail page, DOM Id: .nice-select, Browser: chrome, Viewport: 992x500, Device: DESKTOP, Status: Fail
Task: 3, Test Name: Check that default size of the product is 'Small (S)' in black shoe detail page, DOM Id: .nice-select, Browser: chrome, Viewport: 1200x700, Device: DESKTOP, Status: Fail
Task: 3, Test Name: Check that price of the product contains .00 in black shoe detail page, DOM Id: #new_price, Browser: chrome, Viewport: 375x500, Device: MOBILE, Status: Fail
Task: 3, Test Name: Check that price of the product contains .00 in black shoe detail page, DOM Id: #new_price, Browser: chrome, Viewport: 767x700, Device: MOBILE, Status: Fail
Task: 3, Test Name: Check that price of the product contains .00 in black shoe detail page, DOM Id: #new_price, Browser: chrome, Viewport: 768x500, Device: TABLET, Status: Fail
Task: 3, Test Name: Check that price of the product contains .00 in black shoe detail page, DOM Id: #new_price, Browser: chrome, Viewport: 991x700, Device: TABLET, Status: Fail
Task: 3, Test Name: Check that price of the product contains .00 in black shoe detail page, DOM Id: #new_price, Browser: chrome, Viewport: 992x500, Device: DESKTOP, Status: Fail
Task: 3, Test Name: Check that price of the product contains .00 in black shoe detail page, DOM Id: #new_price, Browser: chrome, Viewport: 1200x700, Device: DESKTOP, Status: Fail
Task: 3, Test Name: Check that topTools icons (heart, profile and basket) don t overlap in black shoe detail page, DOM Id: #A__accesslink__56, Browser: chrome, Viewport: 375x500, Device: MOBILE, Status: Pass
Task: 3, Test Name: Check that topTools icons (heart, profile and basket) don t overlap in black shoe detail page, DOM Id: #A__accesslink__56, Browser: chrome, Viewport: 767x700, Device: MOBILE, Status: Fail
Task: 3, Test Name: Check that topTools icons (heart, profile and basket) don t overlap in black shoe detail page, DOM Id: #A__accesslink__56, Browser: chrome, Viewport: 768x500, Device: TABLET, Status: Fail
Task: 3, Test Name: Check that topTools icons (heart, profile and basket) don t overlap in black shoe detail page, DOM Id: #A__accesslink__56, Browser: chrome, Viewport: 991x700, Device: TABLET, Status: Fail
Task: 3, Test Name: Check that topTools icons (heart, profile and basket) don t overlap in black shoe detail page, DOM Id: #A__accesslink__56, Browser: chrome, Viewport: 992x500, Device: DESKTOP, Status: Pass
Task: 3, Test Name: Check that topTools icons (heart, profile and basket) don t overlap in black shoe detail page, DOM Id: #A__accesslink__56, Browser: chrome, Viewport: 1200x700, Device: DESKTOP, Status: Pass
Task: 3, Test Name: Check that rating stars and reviews are not overlapping in black shoe detail page, DOM Id: #EM__ratingcoun__82, Browser: chrome, Viewport: 375x500, Device: MOBILE, Status: Fail
Task: 3, Test Name: Check that rating stars and reviews are not overlapping in black shoe detail page, DOM Id: #EM__ratingcoun__82, Browser: chrome, Viewport: 767x700, Device: MOBILE, Status: Fail
Task: 3, Test Name: Check that rating stars and reviews are not overlapping in black shoe detail page, DOM Id: #EM__ratingcoun__82, Browser: chrome, Viewport: 768x500, Device: TABLET, Status: Fail
Task: 3, Test Name: Check that rating stars and reviews are not overlapping in black shoe detail page, DOM Id: #EM__ratingcoun__82, Browser: chrome, Viewport: 991x700, Device: TABLET, Status: Fail
Task: 3, Test Name: Check that rating stars and reviews are not overlapping in black shoe detail page, DOM Id: #EM__ratingcoun__82, Browser: chrome, Viewport: 992x500, Device: DESKTOP, Status: Pass
Task: 3, Test Name: Check that rating stars and reviews are not overlapping in black shoe detail page, DOM Id: #EM__ratingcoun__82, Browser: chrome, Viewport: 1200x700, Device: DESKTOP, Status: Pass
Task: 3, Test Name: Check default quantity is 1 in black shoe detail page, DOM Id: #quantity_1, Browser: chrome, Viewport: 375x500, Device: MOBILE, Status: Pass
Task: 3, Test Name: Check default quantity is 1 in black shoe detail page, DOM Id: #quantity_1, Browser: chrome, Viewport: 767x700, Device: MOBILE, Status: Pass
Task: 3, Test Name: Check default quantity is 1 in black shoe detail page, DOM Id: #quantity_1, Browser: chrome, Viewport: 768x500, Device: TABLET, Status: Pass
Task: 3, Test Name: Check default quantity is 1 in black shoe detail page, DOM Id: #quantity_1, Browser: chrome, Viewport: 991x700, Device: TABLET, Status: Pass
Task: 3, Test Name: Check default quantity is 1 in black shoe detail page, DOM Id: #quantity_1, Browser: chrome, Viewport: 992x500, Device: DESKTOP, Status: Pass
Task: 3, Test Name: Check default quantity is 1 in black shoe detail page, DOM Id: #quantity_1, Browser: chrome, Viewport: 1200x700, Device: DESKTOP, Status: Pass
Task: 3, Test Name: Check that Add to Cart button is enabled by default in black shoe detail page, DOM Id: #A__btn__114, Browser: chrome, Viewport: 375x500, Device: MOBILE, Status: Pass
Task: 3, Test Name: Check that Add to Cart button is enabled by default in black shoe detail page, DOM Id: #A__btn__114, Browser: chrome, Viewport: 767x700, Device: MOBILE, Status: Pass
Task: 3, Test Name: Check that Add to Cart button is enabled by default in black shoe detail page, DOM Id: #A__btn__114, Browser: chrome, Viewport: 768x500, Device: TABLET, Status: Pass
Task: 3, Test Name: Check that Add to Cart button is enabled by default in black shoe detail page, DOM Id: #A__btn__114, Browser: chrome, Viewport: 991x700, Device: TABLET, Status: Pass
Task: 3, Test Name: Check that Add to Cart button is enabled by default in black shoe detail page, DOM Id: #A__btn__114, Browser: chrome, Viewport: 992x500, Device: DESKTOP, Status: Pass
Task: 3, Test Name: Check that Add to Cart button is enabled by default in black shoe detail page, DOM Id: #A__btn__114, Browser: chrome, Viewport: 1200x700, Device: DESKTOP, Status: Pass
Task: 3, Test Name: Check that product preview is displayed in black shoe detail page, DOM Id: #shoe_img, Browser: chrome, Viewport: 375x500, Device: MOBILE, Status: Pass
Task: 3, Test Name: Check that product preview is displayed in black shoe detail page, DOM Id: #shoe_img, Browser: chrome, Viewport: 767x700, Device: MOBILE, Status: Pass
Task: 3, Test Name: Check that product preview is displayed in black shoe detail page, DOM Id: #shoe_img, Browser: chrome, Viewport: 768x500, Device: TABLET, Status: Pass
Task: 3, Test Name: Check that product preview is displayed in black shoe detail page, DOM Id: #shoe_img, Browser: chrome, Viewport: 991x700, Device: TABLET, Status: Pass
Task: 3, Test Name: Check that product preview is displayed in black shoe detail page, DOM Id: #shoe_img, Browser: chrome, Viewport: 992x500, Device: DESKTOP, Status: Pass
Task: 3, Test Name: Check that product preview is displayed in black shoe detail page, DOM Id: #shoe_img, Browser: chrome, Viewport: 1200x700, Device: DESKTOP, Status: Pass

# Firefox V2
Task: 1, Test Name: Search field is displayed on tablet and desktop, DOM Id: #INPUTtext____42, Browser: firefox, Viewport: 375x500, Device: MOBILE, Status: Fail
Task: 1, Test Name: Search field is displayed on tablet and desktop, DOM Id: #INPUTtext____42, Browser: firefox, Viewport: 767x700, Device: MOBILE, Status: Fail
Task: 1, Test Name: Search field is displayed on tablet and desktop, DOM Id: #INPUTtext____42, Browser: firefox, Viewport: 768x500, Device: TABLET, Status: Pass
Task: 1, Test Name: Search field is displayed on tablet and desktop, DOM Id: #INPUTtext____42, Browser: firefox, Viewport: 991x700, Device: TABLET, Status: Pass
Task: 1, Test Name: Search field is displayed on tablet and desktop, DOM Id: #INPUTtext____42, Browser: firefox, Viewport: 992x500, Device: DESKTOP, Status: Pass
Task: 1, Test Name: Search field is displayed on tablet and desktop, DOM Id: #INPUTtext____42, Browser: firefox, Viewport: 1200x700, Device: DESKTOP, Status: Pass
Task: 1, Test Name: Wishlist icon is displayed on desktop only, DOM Id: #A__wishlist__52, Browser: firefox, Viewport: 375x500, Device: MOBILE, Status: Fail
Task: 1, Test Name: Wishlist icon is displayed on desktop only, DOM Id: #A__wishlist__52, Browser: firefox, Viewport: 767x700, Device: MOBILE, Status: Fail
Task: 1, Test Name: Wishlist icon is displayed on desktop only, DOM Id: #A__wishlist__52, Browser: firefox, Viewport: 768x500, Device: TABLET, Status: Fail
Task: 1, Test Name: Wishlist icon is displayed on desktop only, DOM Id: #A__wishlist__52, Browser: firefox, Viewport: 991x700, Device: TABLET, Status: Fail
Task: 1, Test Name: Wishlist icon is displayed on desktop only, DOM Id: #A__wishlist__52, Browser: firefox, Viewport: 992x500, Device: DESKTOP, Status: Pass
Task: 1, Test Name: Wishlist icon is displayed on desktop only, DOM Id: #A__wishlist__52, Browser: firefox, Viewport: 1200x700, Device: DESKTOP, Status: Pass
Task: 1, Test Name: Left filter column is displayed on desktop only, DOM Id: #filter_col, Browser: firefox, Viewport: 375x500, Device: MOBILE, Status: Pass
Task: 1, Test Name: Left filter column is displayed on desktop only, DOM Id: #filter_col, Browser: firefox, Viewport: 767x700, Device: MOBILE, Status: Pass
Task: 1, Test Name: Left filter column is displayed on desktop only, DOM Id: #filter_col, Browser: firefox, Viewport: 768x500, Device: TABLET, Status: Pass
Task: 1, Test Name: Left filter column is displayed on desktop only, DOM Id: #filter_col, Browser: firefox, Viewport: 991x700, Device: TABLET, Status: Pass
Task: 1, Test Name: Left filter column is displayed on desktop only, DOM Id: #filter_col, Browser: firefox, Viewport: 992x500, Device: DESKTOP, Status: Pass
Task: 1, Test Name: Left filter column is displayed on desktop only, DOM Id: #filter_col, Browser: firefox, Viewport: 1200x700, Device: DESKTOP, Status: Pass
Task: 1, Test Name: Div top banner is always displayed, DOM Id: .top_banner, Browser: firefox, Viewport: 375x500, Device: MOBILE, Status: Pass
Task: 1, Test Name: Div top banner is always displayed, DOM Id: .top_banner, Browser: firefox, Viewport: 767x700, Device: MOBILE, Status: Pass
Task: 1, Test Name: Div top banner is always displayed, DOM Id: .top_banner, Browser: firefox, Viewport: 768x500, Device: TABLET, Status: Pass
Task: 1, Test Name: Div top banner is always displayed, DOM Id: .top_banner, Browser: firefox, Viewport: 991x700, Device: TABLET, Status: Pass
Task: 1, Test Name: Div top banner is always displayed, DOM Id: .top_banner, Browser: firefox, Viewport: 992x500, Device: DESKTOP, Status: Pass
Task: 1, Test Name: Div top banner is always displayed, DOM Id: .top_banner, Browser: firefox, Viewport: 1200x700, Device: DESKTOP, Status: Pass
Task: 2, Test Name: Search black shoes and check results, DOM Id: #colors__Black, Browser: firefox, Viewport: 375x500, Device: MOBILE, Status: Fail
Task: 2, Test Name: Search black shoes and check results, DOM Id: #colors__Black, Browser: firefox, Viewport: 767x700, Device: MOBILE, Status: Fail
Task: 2, Test Name: Search black shoes and check results, DOM Id: #colors__Black, Browser: firefox, Viewport: 768x500, Device: TABLET, Status: Fail
Task: 2, Test Name: Search black shoes and check results, DOM Id: #colors__Black, Browser: firefox, Viewport: 991x700, Device: TABLET, Status: Fail
Task: 2, Test Name: Search black shoes and check results, DOM Id: #colors__Black, Browser: firefox, Viewport: 992x500, Device: DESKTOP, Status: Fail
Task: 2, Test Name: Search black shoes and check results, DOM Id: #colors__Black, Browser: firefox, Viewport: 1200x700, Device: DESKTOP, Status: Fail
Task: 3, Test Name: Check that reference of the product is visible in black shoes detail page, DOM Id: #SMALL____84, Browser: firefox, Viewport: 375x500, Device: MOBILE, Status: Pass
Task: 3, Test Name: Check that reference of the product is visible in black shoes detail page, DOM Id: #SMALL____84, Browser: firefox, Viewport: 767x700, Device: MOBILE, Status: Pass
Task: 3, Test Name: Check that reference of the product is visible in black shoes detail page, DOM Id: #SMALL____84, Browser: firefox, Viewport: 768x500, Device: TABLET, Status: Pass
Task: 3, Test Name: Check that reference of the product is visible in black shoes detail page, DOM Id: #SMALL____84, Browser: firefox, Viewport: 991x700, Device: TABLET, Status: Pass
Task: 3, Test Name: Check that reference of the product is visible in black shoes detail page, DOM Id: #SMALL____84, Browser: firefox, Viewport: 992x500, Device: DESKTOP, Status: Pass
Task: 3, Test Name: Check that reference of the product is visible in black shoes detail page, DOM Id: #SMALL____84, Browser: firefox, Viewport: 1200x700, Device: DESKTOP, Status: Pass
Task: 3, Test Name: Check that default size of the product is 'Small (S)' in black shoe detail page, DOM Id: .nice-select, Browser: firefox, Viewport: 375x500, Device: MOBILE, Status: Fail
Task: 3, Test Name: Check that default size of the product is 'Small (S)' in black shoe detail page, DOM Id: .nice-select, Browser: firefox, Viewport: 767x700, Device: MOBILE, Status: Fail
Task: 3, Test Name: Check that default size of the product is 'Small (S)' in black shoe detail page, DOM Id: .nice-select, Browser: firefox, Viewport: 768x500, Device: TABLET, Status: Fail
Task: 3, Test Name: Check that default size of the product is 'Small (S)' in black shoe detail page, DOM Id: .nice-select, Browser: firefox, Viewport: 991x700, Device: TABLET, Status: Fail
Task: 3, Test Name: Check that default size of the product is 'Small (S)' in black shoe detail page, DOM Id: .nice-select, Browser: firefox, Viewport: 992x500, Device: DESKTOP, Status: Fail
Task: 3, Test Name: Check that default size of the product is 'Small (S)' in black shoe detail page, DOM Id: .nice-select, Browser: firefox, Viewport: 1200x700, Device: DESKTOP, Status: Fail
Task: 3, Test Name: Check that price of the product contains .00 in black shoe detail page, DOM Id: #new_price, Browser: firefox, Viewport: 375x500, Device: MOBILE, Status: Fail
Task: 3, Test Name: Check that price of the product contains .00 in black shoe detail page, DOM Id: #new_price, Browser: firefox, Viewport: 767x700, Device: MOBILE, Status: Fail
Task: 3, Test Name: Check that price of the product contains .00 in black shoe detail page, DOM Id: #new_price, Browser: firefox, Viewport: 768x500, Device: TABLET, Status: Fail
Task: 3, Test Name: Check that price of the product contains .00 in black shoe detail page, DOM Id: #new_price, Browser: firefox, Viewport: 991x700, Device: TABLET, Status: Fail
Task: 3, Test Name: Check that price of the product contains .00 in black shoe detail page, DOM Id: #new_price, Browser: firefox, Viewport: 992x500, Device: DESKTOP, Status: Fail
Task: 3, Test Name: Check that price of the product contains .00 in black shoe detail page, DOM Id: #new_price, Browser: firefox, Viewport: 1200x700, Device: DESKTOP, Status: Fail
Task: 3, Test Name: Check that topTools icons (heart, profile and basket) don t overlap in black shoe detail page, DOM Id: #A__accesslink__56, Browser: firefox, Viewport: 375x500, Device: MOBILE, Status: Pass
Task: 3, Test Name: Check that topTools icons (heart, profile and basket) don t overlap in black shoe detail page, DOM Id: #A__accesslink__56, Browser: firefox, Viewport: 767x700, Device: MOBILE, Status: Fail
Task: 3, Test Name: Check that topTools icons (heart, profile and basket) don t overlap in black shoe detail page, DOM Id: #A__accesslink__56, Browser: firefox, Viewport: 768x500, Device: TABLET, Status: Fail
Task: 3, Test Name: Check that topTools icons (heart, profile and basket) don t overlap in black shoe detail page, DOM Id: #A__accesslink__56, Browser: firefox, Viewport: 991x700, Device: TABLET, Status: Fail
Task: 3, Test Name: Check that topTools icons (heart, profile and basket) don t overlap in black shoe detail page, DOM Id: #A__accesslink__56, Browser: firefox, Viewport: 992x500, Device: DESKTOP, Status: Pass
Task: 3, Test Name: Check that topTools icons (heart, profile and basket) don t overlap in black shoe detail page, DOM Id: #A__accesslink__56, Browser: firefox, Viewport: 1200x700, Device: DESKTOP, Status: Pass
Task: 3, Test Name: Check that rating stars and reviews are not overlapping in black shoe detail page, DOM Id: #EM__ratingcoun__82, Browser: firefox, Viewport: 375x500, Device: MOBILE, Status: Fail
Task: 3, Test Name: Check that rating stars and reviews are not overlapping in black shoe detail page, DOM Id: #EM__ratingcoun__82, Browser: firefox, Viewport: 767x700, Device: MOBILE, Status: Fail
Task: 3, Test Name: Check that rating stars and reviews are not overlapping in black shoe detail page, DOM Id: #EM__ratingcoun__82, Browser: firefox, Viewport: 768x500, Device: TABLET, Status: Fail
Task: 3, Test Name: Check that rating stars and reviews are not overlapping in black shoe detail page, DOM Id: #EM__ratingcoun__82, Browser: firefox, Viewport: 991x700, Device: TABLET, Status: Fail
Task: 3, Test Name: Check that rating stars and reviews are not overlapping in black shoe detail page, DOM Id: #EM__ratingcoun__82, Browser: firefox, Viewport: 992x500, Device: DESKTOP, Status: Pass
Task: 3, Test Name: Check that rating stars and reviews are not overlapping in black shoe detail page, DOM Id: #EM__ratingcoun__82, Browser: firefox, Viewport: 1200x700, Device: DESKTOP, Status: Pass
Task: 3, Test Name: Check default quantity is 1 in black shoe detail page, DOM Id: #quantity_1, Browser: firefox, Viewport: 375x500, Device: MOBILE, Status: Pass
Task: 3, Test Name: Check default quantity is 1 in black shoe detail page, DOM Id: #quantity_1, Browser: firefox, Viewport: 767x700, Device: MOBILE, Status: Pass
Task: 3, Test Name: Check default quantity is 1 in black shoe detail page, DOM Id: #quantity_1, Browser: firefox, Viewport: 768x500, Device: TABLET, Status: Pass
Task: 3, Test Name: Check default quantity is 1 in black shoe detail page, DOM Id: #quantity_1, Browser: firefox, Viewport: 991x700, Device: TABLET, Status: Pass
Task: 3, Test Name: Check default quantity is 1 in black shoe detail page, DOM Id: #quantity_1, Browser: firefox, Viewport: 992x500, Device: DESKTOP, Status: Pass
Task: 3, Test Name: Check default quantity is 1 in black shoe detail page, DOM Id: #quantity_1, Browser: firefox, Viewport: 1200x700, Device: DESKTOP, Status: Pass
Task: 3, Test Name: Check that Add to Cart button is enabled by default in black shoe detail page, DOM Id: #A__btn__114, Browser: firefox, Viewport: 375x500, Device: MOBILE, Status: Pass
Task: 3, Test Name: Check that Add to Cart button is enabled by default in black shoe detail page, DOM Id: #A__btn__114, Browser: firefox, Viewport: 767x700, Device: MOBILE, Status: Pass
Task: 3, Test Name: Check that Add to Cart button is enabled by default in black shoe detail page, DOM Id: #A__btn__114, Browser: firefox, Viewport: 768x500, Device: TABLET, Status: Pass
Task: 3, Test Name: Check that Add to Cart button is enabled by default in black shoe detail page, DOM Id: #A__btn__114, Browser: firefox, Viewport: 991x700, Device: TABLET, Status: Pass
Task: 3, Test Name: Check that Add to Cart button is enabled by default in black shoe detail page, DOM Id: #A__btn__114, Browser: firefox, Viewport: 992x500, Device: DESKTOP, Status: Pass
Task: 3, Test Name: Check that Add to Cart button is enabled by default in black shoe detail page, DOM Id: #A__btn__114, Browser: firefox, Viewport: 1200x700, Device: DESKTOP, Status: Pass
Task: 3, Test Name: Check that product preview is displayed in black shoe detail page, DOM Id: #shoe_img, Browser: firefox, Viewport: 375x500, Device: MOBILE, Status: Fail
Task: 3, Test Name: Check that product preview is displayed in black shoe detail page, DOM Id: #shoe_img, Browser: firefox, Viewport: 767x700, Device: MOBILE, Status: Fail
Task: 3, Test Name: Check that product preview is displayed in black shoe detail page, DOM Id: #shoe_img, Browser: firefox, Viewport: 768x500, Device: TABLET, Status: Fail
Task: 3, Test Name: Check that product preview is displayed in black shoe detail page, DOM Id: #shoe_img, Browser: firefox, Viewport: 991x700, Device: TABLET, Status: Fail
Task: 3, Test Name: Check that product preview is displayed in black shoe detail page, DOM Id: #shoe_img, Browser: firefox, Viewport: 992x500, Device: DESKTOP, Status: Fail
Task: 3, Test Name: Check that product preview is displayed in black shoe detail page, DOM Id: #shoe_img, Browser: firefox, Viewport: 1200x700, Device: DESKTOP, Status: Fail
